1084	0
1084	1
1084	2
16689	0
16689	1
16689	2
2661	0
2661	1
2661	2
16791	0
16791	1
16791	2
12867	0
12867	1
12867	2
16880	0
16880	1
16880	2
6903	0
6903	1
6903	2
1875	3
1875	4
1875	5
1466	3
1466	4
1466	5
2623	3
2623	4
2623	5
13059	3
13059	4
13059	5
6726	3
6726	4
6726	5
14351	3
14351	4
14351	5
15773	6
15773	7
15773	8
16118	6
16118	7
16118	8
18735	6
18735	7
18735	8
16869	6
16869	7
16869	8
10123	9
10123	10
10123	11
17081	9
17081	10
17081	11
5418	12
5418	13
5418	14
13514	12
13514	13
13514	14
13395	12
13395	13
13395	14
16532	12
16532	13
16532	14
11902	12
11902	13
11902	14
10049	12
10049	13
10049	14
14348	12
14348	13
14348	14
9748	15
9748	16
9748	17
6252	15
6252	16
6252	17
145	15
145	16
145	17
14636	15
14636	16
14636	17
8276	15
8276	16
8276	17
5987	15
5987	16
5987	17
9152	15
9152	16
9152	17
4787	15
4787	16
4787	17
15493	18
15493	17
15493	19
646	18
646	17
646	19
18025	18
18025	17
18025	19
5822	18
5822	17
5822	19
13623	18
13623	17
13623	19
5067	18
5067	17
5067	19
16832	18
16832	17
16832	19
5244	20
5244	21
5244	22
11623	20
11623	21
11623	22
3167	20
3167	21
3167	22
5318	20
5318	21
5318	22
13948	20
13948	21
13948	22
7582	20
7582	21
7582	22
5917	23
5917	24
5917	25
5116	23
5116	24
5116	25
15422	23
15422	24
15422	25
15742	23
15742	24
15742	25
8914	23
8914	24
8914	25
5030	26
5030	17
5030	27
18438	26
18438	17
18438	27
14305	26
14305	17
14305	27
15463	26
15463	17
15463	27
6180	28
6180	7
6180	29
14918	28
14918	7
14918	29
5429	28
5429	7
5429	29
953	28
953	7
953	29
16216	28
16216	7
16216	29
6917	28
6917	7
6917	29
12766	30
12766	31
12766	32
5098	30
5098	31
5098	32
12998	30
12998	31
12998	32
18431	33
18431	34
18431	4
14220	33
14220	34
14220	4
18082	33
18082	34
18082	4
14313	33
14313	34
14313	4
13393	35
13393	8
13393	36
5165	35
5165	8
5165	36
14719	37
14719	26
14719	38
3776	37
3776	26
3776	38
14058	37
14058	26
14058	38
2108	37
2108	26
2108	38
1380	37
1380	26
1380	38
9591	37
9591	26
9591	38
13226	39
13226	25
13226	40
15597	39
15597	25
15597	40
5001	39
5001	25
5001	40
18362	41
18362	42
18362	43
3499	41
3499	42
3499	43
12473	41
12473	42
12473	43
15692	41
15692	42
15692	43
7847	44
7847	5
7847	26
17623	44
17623	5
17623	26
3554	44
3554	5
3554	26
15171	45
15171	38
15171	46
7109	45
7109	38
7109	46
4524	45
4524	38
4524	46
13950	45
13950	38
13950	46
11109	47
11109	48
11109	49
9440	47
9440	48
9440	49
15282	47
15282	48
15282	49
9870	47
9870	48
9870	49
1928	47
1928	48
1928	49
13789	50
13789	51
13789	17
18262	50
18262	51
18262	17
6980	50
6980	51
6980	17
16431	50
16431	51
16431	17
6391	52
16904	52
6583	52
4435	52
12318	52
2215	53
2215	54
2215	2
11582	53
11582	54
11582	2
2640	53
2640	54
2640	2
17791	53
17791	54
17791	2
968	55
968	56
968	57
2443	55
2443	56
2443	57
10492	55
10492	56
10492	57
8253	55
8253	56
8253	57
17827	58
17827	17
17827	31
10814	58
10814	17
10814	31
15321	58
15321	17
15321	31
2350	58
2350	17
2350	31
6483	59
6483	38
6483	22
7817	59
7817	38
7817	22
4042	59
4042	38
4042	22
3331	59
3331	38
3331	22
11957	59
11957	38
11957	22
10924	59
10924	38
10924	22
2078	59
2078	38
2078	22
1787	60
1787	19
1787	59
18279	60
18279	19
18279	59
11190	30
11190	61
11190	51
9355	62
9355	63
9355	64
11283	62
11283	63
11283	64
14483	62
14483	63
14483	64
11783	62
11783	63
11783	64
1118	62
1118	63
1118	64
17340	65
17340	66
17340	67
1618	65
1618	66
1618	67
4373	65
4373	66
4373	67
4019	65
4019	66
4019	67
7899	65
7899	66
7899	67
10666	68
10666	69
10666	68
4001	68
4001	69
4001	68
8411	68
8411	69
8411	68
10344	68
10344	69
10344	68
17504	68
17504	69
17504	68
3865	68
3865	69
3865	68
13284	70
5224	70
9294	70
169	70
6782	70
13584	70
2911	70
4410	70
7057	70
18682	59
18682	71
18682	72
1508	59
1508	71
1508	72
10306	59
10306	71
10306	72
8408	19
8408	39
8408	73
9113	54
9113	46
9113	19
6365	54
6365	46
6365	19
16407	74
16407	75
16407	76
15458	64
15458	77
15458	64
12924	64
12924	77
12924	64
11776	64
11776	77
11776	64
13360	64
13360	77
13360	64
13326	64
13326	77
13326	64
15083	30
15083	17
15083	75
9698	30
9698	17
9698	75
11035	30
11035	17
11035	75
18718	30
18718	17
18718	75
16140	30
16140	17
16140	75
16903	30
16903	17
16903	75
1811	55
1811	26
1811	78
4188	55
4188	26
4188	78
10069	55
10069	26
10069	78
4117	55
4117	26
4117	78
4927	55
4927	26
4927	78
6393	79
6393	80
6393	81
13294	79
13294	80
13294	81
6563	79
6563	80
6563	81
533	79
533	80
533	81
7627	79
7627	80
7627	81
5469	79
5469	80
5469	81
6000	82
6000	83
6000	2
1529	82
1529	83
1529	2
15381	43
15381	54
15381	84
14411	43
14411	54
14411	84
9517	43
9517	54
9517	84
17526	43
17526	54
17526	84
3226	43
3226	54
3226	84
11989	43
11989	54
11989	84
1697	43
1697	54
1697	84
1950	85
1950	86
1950	87
16499	85
16499	86
16499	87
8199	88
8199	89
8199	90
875	88
875	89
875	90
10583	88
10583	89
10583	90
13144	88
13144	89
13144	90
10574	91
10574	92
10574	14
4053	91
4053	92
4053	14
16356	93
16356	94
16356	75
17991	93
17991	94
17991	75
4643	93
4643	94
4643	75
10806	95
10806	96
10806	68
9167	95
9167	96
9167	68
9567	95
9567	96
9567	68
4973	95
4973	96
4973	68
1696	95
1696	96
1696	68
2798	95
2798	96
2798	68
12698	51
12698	38
12698	97
234	51
234	38
234	97
5790	51
5790	38
5790	97
5821	51
5821	38
5821	97
2249	98
2249	99
2249	54
10377	98
10377	99
10377	54
2261	98
2261	99
2261	54
7915	98
7915	99
7915	54
5349	98
5349	99
5349	54
262	98
262	99
262	54
5571	100
5571	30
5571	31
15473	31
15473	17
15473	101
10854	31
10854	17
10854	101
11658	31
11658	17
11658	101
10157	31
10157	17
10157	101
16792	31
16792	17
16792	101
13803	31
13803	17
13803	101
13310	31
13310	17
13310	101
16807	31
16807	17
16807	101
9600	31
9600	17
9600	101
12188	102
18244	75
18244	103
18244	104
14226	75
14226	103
14226	104
17618	7
17618	105
17618	38
1099	7
1099	105
1099	38
2175	7
2175	105
2175	38
2925	7
2925	105
2925	38
7558	106
7558	54
7558	2
8224	106
8224	54
8224	2
9419	106
9419	54
9419	2
261	30
261	107
261	51
18409	30
18409	107
18409	51
7732	30
7732	107
7732	51
6515	30
6515	107
6515	51
18240	30
18240	107
18240	51
17591	30
17591	107
17591	51
4369	24
4369	108
4369	23
18166	24
18166	108
18166	23
4813	24
4813	108
4813	23
16293	109
16293	75
16293	24
16551	109
16551	75
16551	24
3129	109
3129	75
3129	24
9874	109
9874	75
9874	24
16547	109
16547	75
16547	24
18569	79
18569	80
18569	110
6920	79
6920	80
6920	110
14278	79
14278	80
14278	110
13559	79
13559	80
13559	110
178	79
178	80
178	110
7249	79
7249	80
7249	110
14439	79
14439	80
14439	110
10573	79
10573	80
10573	110
9886	79
9886	80
9886	110
18253	79
18253	80
18253	110
15759	63
820	63
6830	63
9797	63
17798	63
18185	63
12563	59
12563	111
12871	59
12871	111
16685	59
16685	111
1200	59
1200	111
17474	112
17927	113
13906	113
8613	114
8613	75
8613	115
1463	114
1463	75
1463	115
14876	114
14876	75
14876	115
9778	114
9778	75
9778	115
11823	49
11823	116
1595	49
1595	116
5679	8
5679	104
5679	17
6597	8
6597	104
6597	17
4755	91
4755	117
18280	91
18280	117
8615	91
8615	117
1936	91
1936	117
8232	91
8232	117
12303	118
12303	17
12303	75
5117	118
5117	17
5117	75
5841	118
5841	17
5841	75
537	118
537	17
537	75
5033	30
5033	31
5033	75
16440	30
16440	31
16440	75
9818	30
9818	31
9818	75
14955	30
14955	31
14955	75
4297	30
4297	31
4297	75
18371	2
18371	119
18371	83
15568	2
15568	119
15568	83
2586	2
2586	119
2586	83
13951	120
13951	99
13951	54
11329	120
11329	99
11329	54
16340	120
16340	99
16340	54
15956	120
15956	99
15956	54
1522	121
1522	105
1522	71
13042	121
13042	105
13042	71
10303	121
10303	105
10303	71
14643	121
14643	105
14643	71
15900	121
15900	105
15900	71
9908	121
9908	105
9908	71
7633	30
7633	17
7633	122
6693	30
6693	17
6693	122
18334	30
18334	17
18334	122
12323	30
12323	17
12323	122
13130	30
13130	17
13130	122
17812	30
17812	17
17812	122
11849	30
11849	17
11849	122
10112	30
10112	17
10112	122
12614	79
12614	80
12614	123
11679	79
11679	80
11679	123
5153	79
5153	80
5153	123
2683	79
2683	80
2683	123
10464	79
10464	80
10464	123
11461	79
11461	80
11461	123
5706	79
5706	80
5706	123
2270	124
2270	75
14322	124
14322	75
5919	124
5919	75
18154	124
18154	75
10784	124
10784	75
1978	125
1978	54
1978	2
4051	126
4051	43
4051	127
1140	126
1140	43
1140	127
16126	126
16126	43
16126	127
16585	126
16585	43
16585	127
3370	126
3370	43
3370	127
13319	126
13319	43
13319	127
9044	126
9044	43
9044	127
14668	75
14668	128
14668	129
15071	75
15071	128
15071	129
6644	75
6644	128
6644	129
1816	75
1816	128
1816	129
13816	75
13816	128
13816	129
16475	75
16475	128
16475	129
7333	75
7333	128
7333	129
14237	75
14237	128
14237	129
13196	19
13196	75
13196	130
4738	19
4738	75
4738	130
1247	19
1247	75
1247	130
14701	19
14701	75
14701	130
17880	131
17880	132
17880	133
1852	131
1852	132
1852	133
13712	131
13712	132
13712	133
18419	134
18419	135
18419	136
14131	134
14131	135
14131	136
14136	134
14136	135
14136	136
1172	134
1172	135
1172	136
475	137
475	42
475	138
3744	137
3744	42
3744	138
17223	137
17223	42
17223	138
15870	139
15870	75
12465	139
12465	75
13836	139
13836	75
16267	139
16267	75
7229	139
7229	75
1265	140
1265	19
1265	46
3060	140
3060	19
3060	46
15664	140
15664	19
15664	46
17488	140
17488	19
17488	46
11664	140
11664	19
11664	46
18282	75
18282	28
18282	141
5696	30
5696	142
5696	75
14861	143
14861	144
14861	145
18671	143
18671	144
18671	145
10325	143
10325	144
10325	145
14321	143
14321	144
14321	145
10235	143
10235	144
10235	145
6091	143
6091	144
6091	145
13264	146
13264	46
13264	75
18629	146
18629	46
18629	75
7099	146
7099	46
7099	75
11798	64
11798	147
